[decompyle3] D:\sml8\companies\__pycache__\admin.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__\resolver.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\base.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\candidates.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\factory.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\found_candidates.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\provider.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\reporter.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\requirements.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\resolver.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\appdirs.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\compatibility_tags.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\datetime.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\deprecation.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\direct_url_helpers.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\egg_link.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\entrypoints.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\filesystem.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\filetypes.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\glibc.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\hashes.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\logging.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\misc.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\packaging.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\retry.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\setuptools_build.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\subprocess.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\temp_dir.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\unpacking.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\urls.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\virtualenv.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\wheel.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\_jaraco_text.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\_log.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\utils\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\vcs\__pycache__\bazaar.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\vcs\__pycache__\git.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\vcs\__pycache__\mercurial.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\vcs\__pycache__\subversion.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\vcs\__pycache__\versioncontrol.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_internal\vcs\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\adapter.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\cache.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\controller.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\filewrapper.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\heuristics.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\serialize.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\wrapper.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\_cmd.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__\file_cache.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__\redis_cache.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\certifi\__pycache__\core.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\certifi\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\certifi\__pycache__\__main__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\dependency_groups\__pycache__\_implementation.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\dependency_groups\__pycache__\_lint_dependency_groups.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\dependency_groups\__pycache__\_pip_wrapper.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\dependency_groups\__pycache__\_toml_compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\dependency_groups\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\dependency_groups\__pycache__\__main__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\distlib\__pycache__\compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\distlib\__pycache__\resources.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\distlib\__pycache__\scripts.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\distlib\__pycache__\util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\distlib\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\distro\__pycache__\distro.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\distro\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\distro\__pycache__\__main__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\idna\__pycache__\codec.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\idna\__pycache__\compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\idna\__pycache__\core.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\idna\__pycache__\idnadata.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\idna\__pycache__\intranges.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\idna\__pycache__\package_data.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\idna\__pycache__\uts46data.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\idna\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\msgpack\__pycache__\exceptions.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\msgpack\__pycache__\ext.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\msgpack\__pycache__\fallback.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\msgpack\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\markers.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\metadata.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\requirements.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\specifiers.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\tags.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\utils.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\version.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\_elffile.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\_manylinux.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\_musllinux.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\_parser.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\_structures.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\_tokenizer.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\licenses\__pycache__\_spdx.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\packaging\licenses\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pkg_resources\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\android.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\api.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\macos.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\unix.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\version.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\windows.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\__main__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\console.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\filter.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\formatter.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\lexer.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\modeline.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\plugin.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\regexopt.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\scanner.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\sphinxext.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\style.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\token.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\unistring.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\__pycache__\__main__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\filters\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\_mapping.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\lexers\__pycache__\python.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\lexers\__pycache__\_mapping.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\lexers\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__\_mapping.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\venv_bad\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
